node_id,latitude,longitude,address,city
QJZKPXQRR8JAIQFGNEGZ,Unknown,41.18683,0.749385,"Carrer Dels Masons, 2,",Gratallops
S9CFZPS8XGBV9RCTCGC5,Unknown,42.038567,2.90847,"Carrer Pavelló, 8",Bordils
YZJHFW32GRPKMYSSBUOX,Unknown,41.214832,1.135892,"Hort Del Tàrrech,","Selva del Camp, La"
CTNNU7K18FYAVJT3QAD8,Unknown,41.16175,1.440501,"Carretera N-340, Km. 1180,",Creixell
WZSX0C5FCN31DWEGLW43,Unknown,41.16167,1.440585,"Carretera N-340, Km. 1180,",Creixell
80ATVZR2VJM30OAK1MVI,Unknown,42.000484,3.032022,"Carrer Sant Isidre, 7",Corçà
4NFAN6HZTURSKVCKDMZY,Unknown,41.900486,2.769086,"Carretera Nacional 156 Km. 1,6 Cim",Vilobí d'Onyar
W8YP6Z9DMW6LRUC41NRJ,Unknown,41.532814,0.487578,Plaça De Santiago Miret,Soses
PA0OI9SRT5SYZJVTEYNX,Unknown,41.191113,1.203596,"Av. Camí De Reus, 15,","Morell, El"
DXBLDEOL2FNTNXTLRWIJ,Unknown,41.191387,1.208006,Av. De Catalunya,"Morell, El"
JELDXHW0VLF4OHA6HQPL,Unknown,39.974857,-3.420223,"Polígono 40, 37,",Noblejas
OEX9UW9PWIAMMT75OIAN,Unknown,40.758312,0.599443,Polígono Industrial Cataluña Sur,"Aldea, L'"
2VBS25EO8UH7DAOBSYDF,Unknown,42.22301,1.893869,Torrent De La Font De Castell,Guardiola de Berguedà
OH1EHTNZP3DE64P9GVMU,Unknown,42.24436,-1.777165,"C,2, Pol. Ind. El Olivo,",Milagro
JPG4YPNHJKQMPZZOYQQQ,Unknown,41.387672,2.173249,"Via Laietana, 61",Barcelona
ATOVPGPIANDRHYPBFZR4,Unknown,41.391056,2.168214,"C/ De La Diputació, 264",Barcelona
BTIRWHTOMHIB16HBANP5,Ajuntament de Santa Perpètua de Mogoda - SELBA  EdRSR 3,41.528797,2.183975,"Carrer De Puig I Cadafalch, 6421 - 08130 - Santa Perpètua De Mogoda",Santa Perpètua de Mogoda
3GJA33SY1XXLJVIXTMAJ,Unknown,41.537075,2.176923,"Carrer De La Creueta, 9",Santa Perpètua de Mogoda
LFN5ODKLUZ3M7ADTKZQY,Ajuntament de Santa Perpètua de Mogoda - SELBA  EdRSR 1,41.528835,2.183938,"Carrer De Puig I Cadafalch, 6421",Santa Perpètua de Mogoda
V6IANAZJRDOC18IFIJTV,Unknown,41.527393,2.186053,Camí De La Granja,Santa Perpètua de Mogoda
ZAODB9DGINGYKVD0VM7J,Ajuntament de Santa Perpètua de Mogoda - SELBA  EdRSR 4,41.534424,2.182141,Plaça Nova,Santa Perpètua de Mogoda
YVCN4J4JNDK1RXW3PQAK,Unknown,41.526756,2.187083,"Passeig De La Florida, 89",Santa Perpètua de Mogoda
HZ0XKJGYMF2QSGALGLT3,Unknown,41.700462,1.874583,Carrer Jover Barrier,"Pont de Vilomara i Rocafort, El"
7DENPNY7WTWMQMCZYH61,Unknown,42.246677,0.966547,"Carrer De La Font, 14,","Pobla de Segur, La"
7IIWG8AWXYGSDAOAANGM,Unknown,41.57525,2.482971,"Passeig Jaume Brutau, 0",Sant Andreu de Llavaneres
2RXUYF91UGBKMDXA8WIS,Unknown,41.55609,2.49777,"Av. Can Sans, 8",Sant Andreu de Llavaneres
MSIDU9MNAUZZHAGPNTX2,Unknown,41.002842,0.60041,"Carrer Diagonal, 19",Rasquera
ESBM843FDDPJT4PB6VMR,Unknown,41.673542,0.608108,"Carrer Mare De Déu De Montserrat, 11",Torrefarrera
IV7PPYFOPSQJCYF46GYL,Ajuntament de Saldes - INGETEAM EdRSR 1,42.22859,1.735113,Plaça Pedraforca,Josa i Tuixén
9JH8VQ5ABVI9ZECCZMRG,Unknown,41.538685,2.441829,Plaça De Les Tereses 7,Mataró
MEY7EL6DACGIPOTHT1QB,Unknown,41.544277,2.44046,Camí De La Geganta 2,Mataró
QDCF7L93QH2XRBZMP0ND,Unknown,41.538647,2.441875,"Plaça De Les Tereses, 7",Mataró
IMJH6NVBWQ5WVVIIBHAG,Unknown,41.544575,2.440358,"Camí De La Geganta 2,",Mataró
4NOCPZKQPDREKSEH431G,Unknown,41.544495,2.440207,"Camí De La Geganta 2,",Mataró
N3YXDQRIGGDPVIS6QDQ1,Unknown,41.541367,2.436565,Camí De La Geganta 82,Mataró
AXQ0VXSX9NVS14CBYSRF,Unknown,41.541225,2.436194,"Camí De La Geganta, 82",Mataró
9ZLEO4ICMIE5S1DUXCER,Unknown,41.541172,2.436,"Camí De La Geganta 82,",Mataró
AUX8L9TYDV2TGRHKQAOA,Ajuntament de Terrassa - SELBA EdRSR 1,41.550934,2.033058,"Carrer De L'esla, 34,",Terrassa
KRWJTFKFPQ2VWPXBCM4K,Unknown,41.540436,2.033283,"Colom Ii, Carrer De Venus, 72",Terrassa
AWBCMNN81WLZLXLCRIL1,Unknown,41.205845,1.524279,"Carretera De Sant Vicenç, S/N,","Vendrell, El"
MPGJMAAX8EL0WKPL6VOT,Ajuntament de Moià - CIRCUTOR EdRSR,41.811253,2.096896,"Carrer De La Tosca, 8, El Moianès",Moià
2Y5P6HF1X0CSDYMGHCBL,Ajuntament de Sant Julià de Llor i Bonmatí - SELBA EdRSR 1,41.967976,2.670316,"Plaça Don Manuel, 1",Sant Gregori
VVJBGQ6TDFWBVPQ2OWCP,Ajuntament de Roura -,41.223045,1.21702,"Carrer Catalunya, 1,","Rourell, El"
F60N0YOFJOSG96NIYFQ6,Unknown,42.597973,-1.644283,"C. Zurialdea, 18",Barásoain
QDS4BJBKNKEWSZJRPMDH,Unknown,42.828,-1.595196,"Av. Ugarrandia, 2, Polideportivo",Valle de Egüés/Eguesibar
MW5BP4Y6DYWRUS5PERXJ,Unknown,42.828068,-1.592177,"Perez Goyena, 12,",Valle de Egüés/Eguesibar
JKPOPVGFAXJY4CD5BPOQ,Unknown,41.634052,2.723631,"Alegria Mar Mediterrània, Paseo Marítimo, S/N, 08398",Santa Susanna
LZN4E4ROC2KBVD6CFLM7,Ajuntament de Sant Feliu de Codines - SELBA EdRSR 3 - 4,41.68916,2.164644,"Avinguda Generalitat, 1",Sant Feliu de Codines
JQ4KIIQZIFCQFRDWHEYV,Unknown,41.113384,1.217581,"Carrer D, 3",Tarragona
LL18ZHXN0A5DQVR6HCEZ,Unknown,42.603527,-1.64649,"C. Elena Aranguren, 1",Barásoain
AZLUSDEYNUU3CMSK2XLN,Unknown,40.999863,0.916836,"Carrer Del President Companys, 79-70",Vandellòs i l'Hospitalet de l'Infant
1CCNIRDX94XBS20N2YJ7,Ajuntament de Torroella de Montgrí - CIRCUTOR EdRSR 1 -2,42.041985,3.128976,"Carrer D'enric Morera, 19",Fontanilles
BMMUIPBB3DAZNTBALHJS,Ajuntament de Torroella de Montgrí - CIRCUTOR EdRSR 2,42.039516,3.123003,"Carrer Safareig, 21,",Fontanilles
YCMAWH9KSSIE7V50RUIN,Unknown,42.17859,3.104962,"Carrer De Josep Tarradellas, 2",Sant Pere Pescador
